transaction_id,username,email,transaction_date,payment_method,amount_spent,transaction_status,delivery_address,product_category,discount_applied
921,Glen Clark,rtownsend@example.net,2025-01-13,JCB 16 digit,383658133,Pending,"3775 Neal Cape
West Michaelhaven, MP 16320",Electronics,86
922,John Lee,pparrish@example.org,2025-01-27,VISA 16 digit,38806,Failed,"16778 James Summit
Brownchester, FM 95014",Groceries,77
923,Emily Torres,timothy41@example.net,2025-02-09,JCB 16 digit,84,Pending,"394 Lindsay Street
Powellhaven, CT 37627",Clothing,78
924,Denise Mills,kelleysharon@example.com,2025-01-06,Discover,716859,Completed,"812 Huffman Brook Suite 971
East Kevin, OK 70992",Electronics,74
925,Robert Wyatt,roseamy@example.net,2025-01-26,Diners Club / Carte Blanche,915,Completed,"380 Cody Crossing
West Jameschester, GA 07218",Groceries,96
926,Austin Jones,jongilbert@example.org,2025-01-01,JCB 15 digit,41005218,Pending,"58693 Anthony Mall
Adrienneland, OR 02515",Electronics,29
927,Dennis Williams,conleymatthew@example.org,2025-02-11,Mastercard,4720,Completed,"1973 Billy Stream
New Juliefort, OK 04745",Groceries,81
928,Sarah Chapman,clarkdenise@example.org,2025-01-16,JCB 15 digit,227815,Pending,"38822 Amy Mission Apt. 717
Benjaminville, WI 31450",Clothing,32
929,Amanda Silva,maryjohnson@example.net,2025-01-27,VISA 16 digit,631822763,Pending,"87852 Aaron Shore
Grayland, MD 81969",Electronics,73
930,Tyler Harper,hholmes@example.net,2025-02-07,JCB 16 digit,0,Failed,"09807 Villa Forge
Rowetown, DC 64055",Groceries,21
931,Shirley Holmes,mezarachel@example.com,2025-02-13,JCB 15 digit,32358,Completed,"263 Kayla Station Apt. 888
Larryburgh, KS 42607",Groceries,17
932,Greg Ward,katrina26@example.org,2025-01-18,Discover,41786,Completed,"6526 Natalie Camp
South Aprilland, KY 43166",Groceries,51
933,Scott Aguirre,collinsronald@example.com,2025-01-08,Diners Club / Carte Blanche,97027,Pending,"891 Crawford Haven
New Brittany, CT 68959",Clothing,74
934,Matthew Allison,fpeterson@example.net,2025-01-15,American Express,71366084,Pending,"4517 Kevin Path Apt. 353
Cynthiahaven, HI 23749",Electronics,38
935,Seth Campbell,robert71@example.net,2025-01-08,VISA 19 digit,5036,Completed,"689 Renee Trafficway
Michaelville, ND 84086",Clothing,65
936,Timothy Allison,dukenancy@example.com,2025-01-01,VISA 19 digit,85,Completed,"991 Smith Walks
New Denise, WA 21184",Electronics,79
937,Stephen Watson,shannon26@example.com,2025-01-31,JCB 15 digit,897,Failed,"PSC 0077, Box 3920
APO AE 34394",Electronics,82
938,Anthony Larson,paulpena@example.org,2025-01-06,JCB 15 digit,257,Failed,"USS Marshall
FPO AP 81240",Electronics,11
939,Donald Fernandez,johnsrobert@example.com,2025-01-19,VISA 13 digit,44790941,Pending,"0434 Harris Garden
South Dianatown, MD 04804",Groceries,89
940,Brett Clarke,rhondafritz@example.net,2025-01-31,JCB 16 digit,4905610,Completed,"19111 William Club
South Marthaport, AS 35295",Groceries,19
941,Jennifer Carr,benjaminporter@example.org,2025-01-10,Discover,589593,Pending,"203 Horton Throughway Suite 777
West Craigtown, NC 32419",Electronics,93
942,Sarah Gallagher,brent42@example.net,2025-01-26,American Express,695,Pending,"USCGC Riley
FPO AE 72598",Clothing,7
943,Jamie Hill,clarkalexander@example.com,2025-02-09,Diners Club / Carte Blanche,505,Pending,"21289 Cox Roads Apt. 568
Kendrashire, ID 73139",Electronics,53
944,Luis Day,zlopez@example.net,2025-01-23,Mastercard,44033,Failed,"2303 Meyer Shore Apt. 599
Brownville, NE 62956",Clothing,99
945,Christopher Moreno,michael45@example.com,2025-02-07,American Express,83880753,Completed,"068 Mitchell Mountains
North Jefferyview, NH 24915",Clothing,97
946,Scott Williams,wongkathleen@example.net,2025-01-12,Maestro,134391,Pending,"Unit 0423 Box 6168
DPO AA 49213",Electronics,65
947,Daniel Hartman,kingcharles@example.net,2025-01-29,JCB 16 digit,4724855,Completed,"3391 Vang Extensions Apt. 132
Larsonshire, AZ 08858",Electronics,82
948,Amanda Webb,hcox@example.com,2025-01-17,VISA 19 digit,725,Pending,"264 Jack Cape Apt. 952
Tracystad, NC 53663",Groceries,30
949,Jonathan Williamson,lcisneros@example.com,2025-02-05,American Express,8909,Failed,"593 Cunningham Plains Suite 365
South Anthony, NJ 06051",Clothing,5
950,James Lopez,chelseafigueroa@example.com,2025-01-29,Diners Club / Carte Blanche,9,Failed,"290 Robert Greens Suite 455
Morrisonborough, MS 26423",Clothing,86
951,Cynthia Mahoney,balvarado@example.com,2025-01-11,Diners Club / Carte Blanche,603494141,Failed,"137 Amanda Isle Suite 570
Port Raymondtown, KS 69880",Groceries,23
952,Rachel Ryan,normanmichael@example.net,2025-01-23,VISA 16 digit,195408266,Pending,"8355 Gregory Street
Port Debra, MS 72888",Electronics,39
953,Amber Walker,mrodriguez@example.com,2025-01-24,JCB 16 digit,2296945,Completed,"8868 James Trail Apt. 056
Barbarafort, LA 03196",Groceries,79
954,David Walls,marianguyen@example.com,2025-01-23,VISA 16 digit,22955343,Pending,"3984 Eric Mountains
Lorifort, OR 69636",Clothing,54
955,Duane Mullen,philip45@example.net,2025-01-08,VISA 16 digit,8,Completed,"6615 Thomas Summit
East Shelby, MT 46195",Electronics,14
956,Melissa Cooper,dunnpaul@example.org,2025-01-04,JCB 16 digit,8,Pending,"506 Martinez Key Apt. 057
North Daisy, MO 08504",Clothing,45
957,Brandi Kelly,matthew43@example.org,2025-02-07,VISA 19 digit,3548521,Completed,"070 Colon Mews Apt. 210
Hernandezburgh, NV 24692",Clothing,66
958,Jeffrey Ingram,patrick37@example.org,2025-01-15,Discover,3636222,Pending,"020 Ware Springs
Alexischester, WV 21873",Clothing,50
959,Kristi Dean,brooke43@example.net,2025-01-08,VISA 16 digit,981,Failed,"37124 Melissa Rapids
West Eddieton, WA 99317",Groceries,62
960,Karen Brennan,andersonrachel@example.org,2025-01-07,American Express,680659,Completed,"USCGC Norman
FPO AP 16127",Electronics,61
961,Erik Alvarado,alvinriley@example.org,2025-01-09,VISA 16 digit,982310,Completed,"USNV Smith
FPO AA 21107",Electronics,11
962,Jonathan Wolfe MD,jennifersmith@example.net,2025-01-31,Maestro,6,Failed,"Unit 5598 Box 7014
DPO AP 06761",Electronics,36
963,Logan Henry,gnelson@example.com,2025-02-08,VISA 16 digit,44610233,Completed,"2895 Adams Coves
North Larryfort, NY 28926",Groceries,82
964,Jeffrey Fritz,julieshelton@example.net,2025-01-04,VISA 19 digit,7254717,Pending,"Unit 0684 Box 4484
DPO AA 27789",Clothing,70
965,Julian Lewis,riggsjoseph@example.com,2025-01-11,JCB 15 digit,8,Failed,"7507 Chad Bypass Suite 684
Greenefurt, AZ 87402",Groceries,79
966,Eric Moore,butlerjames@example.net,2025-02-08,VISA 16 digit,0,Failed,"8959 Sandra Harbor
Roweside, KY 01722",Electronics,31
967,Anthony Deleon,dominiquesmith@example.com,2025-01-10,VISA 13 digit,73,Failed,"65753 Johnson Meadow Suite 546
New Rhonda, IA 01759",Electronics,43
968,Kyle James,ashley69@example.net,2025-01-11,Diners Club / Carte Blanche,545,Pending,"PSC 1089, Box 3765
APO AE 99803",Groceries,84
969,Ronald Aguirre,terrycarol@example.com,2025-01-16,JCB 15 digit,597,Failed,"51419 Colleen Heights Apt. 506
Marktown, WA 60298",Clothing,66
970,Samantha Conley,qparker@example.org,2025-01-11,Mastercard,87594,Pending,"51135 Hill Field
Lewisview, AK 16379",Clothing,30
971,Jessica Campbell,hallemily@example.com,2025-01-30,Diners Club / Carte Blanche,274924,Failed,"4288 Allen Ridge
Lake Melissa, TN 11807",Electronics,39
972,Christopher Rivera,zstewart@example.net,2025-01-26,Diners Club / Carte Blanche,3,Failed,"4815 Jones Ridge Suite 910
Whiteshire, ME 89418",Electronics,13
973,David Perez,rachelbarnes@example.com,2025-01-05,JCB 15 digit,603571,Failed,"698 Davis Terrace
West Jamesstad, MH 11722",Clothing,17
974,Olivia Carter,samantha49@example.net,2025-01-29,VISA 19 digit,1849,Failed,"81581 Yvonne Corner Apt. 696
New Mark, RI 44800",Clothing,11
975,Matthew Trujillo,timothy68@example.net,2025-01-15,Discover,136521,Pending,"PSC 9949, Box 8172
APO AA 87695",Groceries,13
976,Dr. Timothy Carlson Jr.,littletracy@example.net,2025-02-01,VISA 19 digit,5984,Pending,"4407 Christopher Ranch Apt. 355
West Marissashire, TN 44629",Clothing,45
977,Connie Jones,edavis@example.com,2025-01-14,JCB 15 digit,356650362,Completed,"3411 Sandra Union
Lake Edwardmouth, NC 99165",Groceries,43
978,Chelsea Acosta,mark35@example.com,2025-01-15,Discover,69521299,Failed,"68928 John Passage Apt. 569
Taraside, OK 67769",Groceries,22
979,Andrew Jensen,riveraralph@example.com,2025-01-25,Discover,33,Failed,"7113 Payne Stravenue Apt. 073
Waynemouth, MS 94625",Groceries,40
980,Donna Orr,robertsmall@example.org,2025-02-06,JCB 16 digit,6262,Pending,"1134 Hannah Gardens Apt. 511
Rogerstown, WY 02526",Clothing,0
981,Ryan Osborne,lfowler@example.net,2025-01-22,JCB 15 digit,59706,Pending,"7051 William Road Suite 216
Port Phyllis, WI 01897",Clothing,24
982,Mrs. Tracy Hudson,ktorres@example.com,2025-01-21,JCB 16 digit,7,Failed,"71594 Tracy Branch Apt. 451
Smithstad, MP 02187",Electronics,55
983,Wayne Scott,pbrown@example.com,2025-01-30,American Express,7256,Pending,"0552 Monica Roads
North Pamelachester, TN 49529",Groceries,43
984,Penny Jones,matthewpayne@example.net,2025-02-13,Mastercard,48339184,Failed,"3506 Jamie Terrace Apt. 280
Lake Cassandraland, FL 84558",Groceries,62
985,Robert Holland,daniel22@example.com,2025-02-07,VISA 16 digit,40890984,Completed,"98325 Lyons Ramp
Lake Christopher, NY 28113",Clothing,45
986,Kelly Dawson,david20@example.org,2025-02-10,VISA 16 digit,40037,Completed,"563 Davis Pike Apt. 706
Port Shane, WV 17055",Clothing,84
987,Valerie Austin,chunter@example.com,2025-01-14,VISA 13 digit,227,Pending,"1075 Gwendolyn Place Apt. 822
Mitchellstad, NM 58486",Electronics,38
988,Victoria Garcia,anita52@example.org,2025-01-28,VISA 19 digit,75679556,Failed,"7152 Samuel Summit
East Frederick, KS 04403",Clothing,84
989,Benjamin Thompson,samuel26@example.net,2025-01-17,JCB 15 digit,8,Pending,"2341 Aaron Island
East Mary, SD 26563",Electronics,9
990,Dr. Tracy Liu,aprilwatkins@example.net,2025-02-08,JCB 16 digit,4924,Completed,"PSC 7134, Box 8314
APO AE 19082",Electronics,65
991,Alexander Ryan,thomasadams@example.net,2025-02-03,Diners Club / Carte Blanche,64713,Pending,"33954 Karen Roads Suite 210
New Donaldport, NJ 45911",Groceries,47
992,Steven Hunt,patelhenry@example.org,2025-02-13,Maestro,2265,Completed,"29525 Andrews Plaza Suite 544
Shieldsfort, NC 77209",Clothing,8
993,Pamela Carrillo,brownjonathan@example.net,2025-02-06,JCB 16 digit,115,Pending,"37355 Williamson Club Apt. 966
Benjaminberg, CA 20579",Electronics,50
994,Devin Roberts,ialvarado@example.org,2025-02-08,VISA 19 digit,2,Failed,"705 Potts Centers Suite 706
Karinaside, MP 77436",Electronics,20
995,Julia Mason,luiscarroll@example.com,2025-01-03,VISA 19 digit,52337,Completed,"9544 Corey Underpass
Cooktown, AS 07577",Electronics,77
996,Jill Fuentes,johnsonjessica@example.net,2025-01-16,Mastercard,9027561,Completed,"071 Nicholas Valley Apt. 713
Michelleville, ME 71740",Groceries,60
997,Dennis Andrews,renee12@example.org,2025-01-15,Mastercard,87224403,Completed,"PSC 7840, Box 3427
APO AA 42474",Electronics,44
998,David Cameron,dhuynh@example.com,2025-02-12,Discover,590786,Completed,"9185 Gabriella Union
Port Gregory, WA 58848",Electronics,59
999,Aaron Lee,bkhan@example.com,2025-01-25,JCB 15 digit,54915,Completed,"76040 Stephanie Extension Apt. 785
Lake Zoechester, WI 22114",Electronics,3
1000,Theresa Carter,vfreeman@example.org,2025-01-09,VISA 16 digit,879637729,Completed,"0662 Romero Tunnel Apt. 141
North Tracy, GU 70685",Groceries,61
